industry_code	industry_name	division_code	division_name	major_group_code	major_group_name	industry_group_code	industry_group_name	industry_definition	industry_definition_list</li>
1061	<li>Chromite mining </li><li>Chromium ore mining </li><li>Cobalt ore mining </li><li>Columbite mining </li><li>Ferberite mining </li><li>Huebnerite mining </li><li>Manganese ore mining </li><li>Manganite mining </li><li>Molybdenite mining </li><li>Molybdenum ore mining </li><li>Molybdite mining </li><li>Nickel ore mining </li><li>Psilomelane mining </li><li>Pyrolusite mining </li><li>Rhodochrosite mining </li><li>Scheelite mining </li><li>Tantalite mining </li><li>Tantalum ore mining </li><li>Tungsten ore mining </li><li>Wolframite mining </li><li>Wulfenite mining</li>
1081	<li>Boring test holes for metal mining on a contract basis </li><li>Draining or pumping of metal mines: on a contract basis </li><li>Drilling for metal mining on a contract basis </li><li>Exploration for metal mining on a contract basis </li><li>Geophysical exploration services, for metal mining on a contract basis </li><li>Mine development for metal mining on a contract basis </li><li>Overburden removal for metal mining; on a contract basis </li><li>Prospect drilling for metal mining on a contract basis </li><li>Sinking shafts for metal mining on a contract basis </li><li>Strip mining, metal: on a contract basis </li><li>Test drilling for metal mining: on a contract basis</li>
1094	<li>Carnotite mining </li><li>Leaching or uranium, radium or vanadium ores at mine site </li><li>Pitchblende mining </li><li>Radium ore mining </li><li>Roscoelite (vanadium hydromica) mining </li><li>Tyuyamunite mining </li><li>Uraninite (pitchblende) mining </li><li>Uranium ore mining </li><li>Vanadium ore mining</li>
1099	<li>Aluminum ore mining </li><li>Antimony ore mining </li><li>Bastnasite ore mining </li><li>Bauxite mining </li><li>Beryl mining </li><li>Beryllium ore mining </li><li>Cerium ore mining </li><li>Cinnabar mining </li><li>Ilmenite mining </li><li>Iridium ore mining </li><li>Mercury ore mining </li><li>Microlite mining </li><li>Monazite mining </li><li>Osmium ore mining </li><li>Palladium ore mining </li><li>Platinum group ore mining </li><li>Quicksilver (mercury) ore mining </li><li>Rare-earths ore mining </li><li>Rhodium ore mining </li><li>Ruthenium ore mining </li><li>Rutile mining </li><li>Thorium ore mining </li><li>Tin ore mining </li><li>Titaniferous-magnetite mining, value chiefly for titanium content </li><li>Titanium ore mining </li><li>Zirconium ore mining</li>
1221	<li>Brown coal mining </li><li>Cleaning plants, bituminous coal </li><li>Coal mining, bituminous: surface </li><li>Coal preparation plants, bituminous or lignite </li><li>Crushing plants, bituminous coal </li><li>Culm bank recovery, bituminous coal or lignite: except on a contract </li><li>Hard coal surface mining, except Pennsylvania anthracite </li><li>Lignite mining </li><li>Preparation plants, bituminous coal or lignite </li><li>Screening plants, bituminous coal </li><li>Semianthracite surface mining </li><li>Semibituminous coal surface mining </li><li>Strip mining, bituminous coal: except on a contract basis </li><li>Strip mining, lignite: except on a contract basis </li><li>Subbituminous coal surface mining </li><li>Washeries, bituminous coal or lignite</li>
1222	<li>Coal mining, bituminous-underground </li><li>Hard coal underground mining, except Pennsylvania anthracite </li><li>Semianthracite mining-underground </li><li>Semibituminous coal underground mining </li><li>Subbituminous coal underground mining</li>
1231	<li>Anthracite mining </li><li>Breakers, anthracite </li><li>Coal mining, anthracite </li><li>Culm bank recovery, anthracite except on a contract basis </li><li>Dredging, anthracite </li><li>Preparation plants, anthracite </li><li>Screening plants, anthracite </li><li>Strip mining, anthracite: except on a contract basis </li><li>Washeries, anthracite</li>
1241	<li>Anthracite mining services on a contract basis </li><li>Auger mining services bituminous coal, anthracite, and lignite on a </li><li>Bituminous coal mining services on a contract basis </li><li>Culm bank recovery bituminous coal, anthracite, and lignite on a </li><li>Draining or pumping of bituminous coal, anthracite, or lignite mines </li><li>Drilling for bituminous coal, anthracite, and lignite on a contract basis </li><li>Lignite mining services on a contract basis </li><li>Overburden removal for bituminous coal, anthracite, and lignite on a </li><li>Sinking shafts for bituminous coal, anthracite, and lignite on a </li><li>Stripping services bituminous coal, anthracite, and lignite on a </li><li>Tunneling bituminous coal, anthracite and lignite on a contract basis</li>
1311	<li>Coal gasification at the mine site </li><li>Coal liquefaction at the mine site </li><li>Coal pyrolysis at the mine site </li><li>Crude oil production </li><li>Crude petroleum production </li><li>Kerogen processing </li><li>Natural gas production </li><li>Oil sand mining </li><li>Oil shale mining </li><li>Tar sands mining</li>
1321	<li>Butane (natural) production </li><li>Casing-head butane and propane production </li><li>Cycle condensate production (natural gas) </li><li>Ethane (natural) production </li><li>Fractionating natural gas liquids </li><li>Isobutane (natural) production </li><li>Liquefied petroleum gases (natural) production </li><li>Natural gas liquids production </li><li>Natural gasoline production </li><li>Propane (natural) production</li>
1381	<li>Directional drilling of oil and gas wells on a contract basis </li><li>Redrilling oil and gas wells on a contract basis </li><li>Reworking oil and gas wells on a contract basis </li><li>Spudding in oil and gas wells on a contract basis </li><li>Well drilling gas, oil, and water intake: on a contract basis</li>
1382	<li>Aerial geophysical exploration, oil and gas field on a contract basis </li><li>Exploration, oil and gas field on a contract basis </li><li>Geological exploration, oil and gas field on a contract basis </li><li>Geophysical exploration, oil and gas field on a contract basis </li><li>Seismograph surveys, oil and gas field on a contract basis</li>
1389	<li>Acidizing wells on a contract basis </li><li>Bailing wells on a contract basis </li><li>Building oil and gas well foundations on a contract basis </li><li>Cementing oil and gas well casings on a contract basis </li><li>Chemically treating wells on a contract basis </li><li>Cleaning lease tanks, oil and gas field on a contract basis </li><li>Cleaning wells on a contract basis </li><li>Derrick building, repairing, and dismantling oil and gas-on a contract </li><li>Dismantling of oil well rigs (oil field service) on a contract basis </li><li>Erecting lease tanks, oil and gas field on a contract basis </li><li>Excavating slush pits and cellars on a contract basis </li><li>Fishing for tools, oil and gas field on a contract basis </li><li>Gas compressing natural gas at the field on a contract basis </li><li>Gas well rig building, repairing, and dismantling on a contract basis </li><li>Grading oil and gas well foundations on a contract basis </li><li>Hard banding service on a contract basis </li><li>Hot oil treating of oil field tanks on a contract basis </li><li>Hot shot service: on a contract basis </li><li>Hydraulic fracturing wells on a contract basis </li><li>Impounding and storing salt water in connection with petroleum </li><li>Lease tanks, oil and gas field: erecting, cleaning, and repairing-on a </li><li>Logging wells on a contract basis </li><li>Mud service, oil field drilling: on a contract basis </li><li>Oil sampling service for oil companies on a contract basis </li><li>Oil well logging on a contract basis </li><li>Perforating well casings on a contract basis </li><li>Pipe testing service, oil and gas field: on a contract basis </li><li>Plugging and abandoning wells on a contract basis </li><li>Pumping of oil and gas wells on a contract basis </li><li>Removal of condensate gasoline from field gathering lines: on a </li><li>Roustabout service: on a contract basis </li><li>Running, cutting, and pulling casings, tubes, and rods: oil and </li><li>Servicing oil and gas wells on a contract basis </li><li>Shooting wells on a contract basis </li><li>Shot-hole drilling service, oil and gas field: on a contract basis </li><li>Surveying wells on a contract basis, except seismographic </li><li>Swabbing wells: on a contract basis</li>
1411	<li>Argillite, dimension-quarrying </li><li>Basalt, dimension-quarrying </li><li>Bluestone, dimension-quarrying </li><li>Calcareous tufa, dimension-quarrying </li><li>Diabase, dimension-quarrying </li><li>Diorite, dimension-quarrying </li><li>Dolomite, dimension-quarrying </li><li>Dolomitic marble, dimension-quarrying </li><li>Flagstone mining </li><li>Gabbro, dimension-quarrying </li><li>Gneiss, dimension-quarrying </li><li>Granite, dimension-quarrying </li><li>Greenstone, dimension-quarrying </li><li>Limestone, dimension-quarrying </li><li>Marble, dimension-quarrying </li><li>Mica schist, dimension-quarrying </li><li>Onyx marble, dimension-quarrying </li><li>Quartzite, dimension-quarrying </li><li>Rubble mining </li><li>Sandstone, dimension-quarrying </li><li>Serpentine, dimension-quarrying </li><li>Slate, dimension-quarrying </li><li>Syenite (except nepheline), dimension-quarrying </li><li>Trap rock, dimension-quarrying </li><li>Travertine, dimension-quarrying </li><li>Verde'antique, dimension-quarrying </li><li>Volcanic rock, dimension-quarrying</li>
1422	<li>Calcareous tufa, crushed and broken-quarrying </li><li>Cement rock, crushed and broken-quarrying </li><li>Chalk mining, crushed and broken-quarrying </li><li>Dolomite, crushed and broken-quarrying </li><li>Lime rock, ground </li><li>Limestone, except bituminous: crushed and broken-quarrying </li><li>Marl, crushed and broken-quarrying </li><li>Travertine, crushed and broken-quarrying </li><li>Whiting mining, crushed and broken-quarrying</li>
1423	<li>Diorite, crushed and broken-quarrying </li><li>Gneiss, crushed and broken-quarrying </li><li>Granite, crushed and broken-quarrying </li><li>Syenite, except nepheline: crushed and broken-quarrying</li>
1429	<li>Basalt, crushed and broken-quarrying </li><li>Boulder, crushed and broken-quarrying </li><li>Dolomitic marble, crushed and broken-quarrying </li><li>Gabbro, crushed and broken-quarrying </li><li>Ganister, crushed and broken-quarrying </li><li>Grits mining (crushed stone) </li><li>Marble, crushed and broken-quarrying </li><li>Mica schist, crushed and broken-quarrying </li><li>Onyx marble, crushed and broken-quarrying </li><li>Quartzite, crushed and broken-quarrying </li><li>Riprap quarrying, except limestone or granite </li><li>Sandstone, except bituminous: crushed and broken-quarrying </li><li>Serpentine, crushed and broken-quarrying </li><li>Slate, crushed and broken-quarrying </li><li>Trap rock, crushed and broken-quarrying </li><li>Verde'antique, crushed and broken-quarrying </li><li>Volcanic rock, crushed and broken-quarrying</li>
1442	<li>Common sand mining </li><li>Construction sand mining </li><li>Gravel mining </li><li>Pebble mining</li>
1446	<li>Abrasive sand mining </li><li>Blast sand mining </li><li>Enamel sand mining </li><li>Filtration sand mining </li><li>Foundry sand mining </li><li>Glass sand mining </li><li>Grinding sand mining </li><li>Industrial sand mining </li><li>Molding sand mining </li><li>Silica mining </li><li>Silica sand mining</li>
1455	<li>Ball clay mining </li><li>China clay mining </li><li>Kaolin mining </li><li>Paper clay mining </li><li>Slip clay mining</li>
1459	<li>Andalusite mining </li><li>Aplite mining </li><li>Bentonite mining </li><li>Brucite mining </li><li>Burley mining </li><li>Clays (common) quarrying-not in conjunction with manufacturing </li><li>Cornwall stone mining </li><li>Cyanite mining </li><li>Diaspore mining </li><li>Dumortierite mining </li><li>Feldspar mining </li><li>Fire clay mining </li><li>Flint clay mining </li><li>Fuller's earth mining </li><li>Kyanite mining </li><li>Magnesite mining </li><li>Nepheline syenite quarrying </li><li>Olivine (nongem) mining </li><li>Pegmatite (feldspar) mining </li><li>Pinite mining </li><li>Plastic fire clay mining </li><li>Shale (common) quarrying-not in conjunction with manufacturing </li><li>Sillimanite mining </li><li>Stoneware clay mining </li><li>Syenite, nepheline-quarrying </li><li>Topaz (nongem) mining</li>
1474	<li>Alum mining </li><li>Borate compounds mining </li><li>Borax mining </li><li>Borax, crude ground and pulverized </li><li>Boron mineral mining </li><li>Colemanite mining </li><li>Glauber's salt mining </li><li>Kernite mining </li><li>Potash mining </li><li>Potassium compounds mining </li><li>Probertite mining </li><li>Salines mining except common salt </li><li>Soda ash mining </li><li>Sodium compounds mining except common salt </li><li>Trona mining </li><li>Ulexite mining</li>
1475	<li>Apatite mining </li><li>Phosphate rock mining</li>
1479	<li>Alunite mining </li><li>Amblygonite mining </li><li>Arsenic mineral mining </li><li>Barite mining </li><li>Barium ore mining </li><li>Brimstone mining </li><li>Celestite mining </li><li>Fluorite mining </li><li>Fluorspar mining </li><li>Fluorspar ground or otherwise treated </li><li>Guano mining </li><li>Lepidolite mining </li><li>Lithium mineral mining </li><li>Marcasite mining </li><li>Mineral pigment mining </li><li>Ocher mining </li><li>Pyrites mining </li><li>Pyrrhotite mining </li><li>Rock salt mining </li><li>Salt mining common </li><li>Sienna mining </li><li>Spodumene mining </li><li>Strontianite mining </li><li>Strontium mineral mining </li><li>Sulfur mining native </li><li>Umber mining</li>
1481	<li>Boring test holes for nonmetallic minerals, except fuels: on a contract </li><li>Draining or pumping of nonmetallic minerals mines, except fuels: on </li><li>Drilling for nonmetallic minerals, except fuels: on a contract basis </li><li>Exploration for nonmetallic minerals, except fuels: on a contract basis </li><li>Geophysical exploration services for nonmetallic minerals, except </li><li>Mine development for nonmetallic minerals, except fuels: on a </li><li>Overburden removal for nonmetallic minerals, except fuels: on a </li><li>Shaft sinking for nonmetallic minerals, except fuels: on a contract </li><li>Strip mining for nonmetallic minerals, except fuels: on a contract</li>
1499	<li>Agate mining </li><li>Alabaster mining </li><li>Amethyst mining </li><li>Asbestos mining </li><li>Asphalt (native) mining </li><li>Asphalt rock mining </li><li>Bitumens (native) mining </li><li>Bituminous limestone quarrying </li><li>Bituminous sandstone quarrying </li><li>Burrstone quarrying </li><li>Calcite mining </li><li>Catlinite mining </li><li>Corundum mining </li><li>Cryolite mining </li><li>Diamond mining, industrial </li><li>Diatomaceous earth mining </li><li>Diatomite mining </li><li>Emery mining </li><li>Fill dirt pits </li><li>Garnet mining </li><li>Gem stone mining </li><li>Gilsonite mining </li><li>Grahamite mining </li><li>Graphite mining </li><li>Greensand mining </li><li>Grinding peat </li><li>Grindstone quarrying </li><li>Gypsite mining </li><li>Gypsum mining </li><li>Iceland spar mining (optical grade calcite) </li><li>Jade mining </li><li>Meerschaum mining or quarrying </li><li>Mica mining </li><li>Millstone quarrying </li><li>Muscovite mining </li><li>Natural abrasives mining (except sand) </li><li>Oilstone quarrying </li><li>Ozokerite mining </li><li>Peat humus mining </li><li>Peat mining </li><li>Perlite mining </li><li>Phlogopite mining </li><li>Pipestone mining </li><li>Pozzolana mining </li><li>Precious stones mining </li><li>Pulpstone quarrying </li><li>Pumice mining </li><li>Pumicite mining </li><li>Pyrophyllite mining </li><li>Quartz crystal mining (pure) </li><li>Reed peat mining </li><li>Rubbing stone quarrying </li><li>Ruby mining </li><li>Sapphire mining </li><li>Scoria mining </li><li>Screening peat </li><li>Scythestone quarrying </li><li>Sedge peat mining </li><li>Selenite mining </li><li>Semiprecious stones mining </li><li>Sharpening stone quarrying </li><li>Shell mining </li><li>Shredding peat </li><li>Soapstone quarrying </li><li>Steatite mining </li><li>Talc mining </li><li>Tripoli mining </li><li>Turquoise mining </li><li>Vermiculite mining </li><li>Volcanic ash mining </li><li>Whetstone quarrying </li><li>Wurtzilite mining</li>
